iter	MultiClass
690	0.2067053674
691	0.2063721331
692	0.2060002929
693	0.2056396766
694	0.2052270605
695	0.2046774528
696	0.2044420204
697	0.2039137316
698	0.2033181474
699	0.2029649195
700	0.2025723673
701	0.2014635945
702	0.2012250285
703	0.2007781761
704	0.2000709632
705	0.1994212347
706	0.1985258645
707	0.1982971054
708	0.197740485
709	0.1972543654
710	0.1967040408
711	0.1962615956
712	0.1955631813
713	0.1951953208
714	0.194876645
715	0.1945936834
716	0.1943127088
717	0.1937162519
718	0.1934651195
719	0.1923760799
720	0.1920005342
721	0.1916551248
722	0.1910784664
723	0.1908669541
724	0.1903537363
725	0.1900569382
726	0.1897756196
727	0.1889032077
728	0.1886461904
729	0.1883080172
730	0.1880819892
731	0.1876136815
732	0.187296321
733	0.1870550425
734	0.1865820315
735	0.1862004328
736	0.1858152635
737	0.1855744909
738	0.185127796
739	0.1844646081
740	0.1841819017
741	0.183657334
742	0.1834021067
743	0.1829464223
744	0.1825538677
745	0.1823578349
746	0.1819984514
747	0.1816095742
748	0.1812108444
749	0.1809426128
750	0.1805503271
751	0.180238552
752	0.1793849864
753	0.1790405689
754	0.1787802183
755	0.1785476826
756	0.1783346133
757	0.1780641191
758	0.1777178498
759	0.1773809629
760	0.1770737762
761	0.1768866457
762	0.1762623666
763	0.1756091624
764	0.1754026209
765	0.1751680156
766	0.1745454417
767	0.1741765715
768	0.1737110758
769	0.1733250951
770	0.1730213179
771	0.1727287644
772	0.172207914
773	0.1719057948
774	0.171557638
775	0.1711889032
776	0.1704024498
777	0.1700241672
778	0.169327439
779	0.1689538504
780	0.1685068181
781	0.1682630566
782	0.1680126593
783	0.1677218861
784	0.1673688731
785	0.1671969918
786	0.1669746821
787	0.166723613
788	0.1663364354
789	0.1659373859
790	0.1656662433
791	0.1648183571
792	0.1644981792
793	0.1643394984
794	0.16413919
795	0.16381831
796	0.1635642919
797	0.1633940977
798	0.1630314724
799	0.1624797551
800	0.1621029417
801	0.1617752873
802	0.1615121376
803	0.1611202807
804	0.1607677843
805	0.1605036737
806	0.1601278627
807	0.1599314132
808	0.1597810477
809	0.1594533741
810	0.1587490845
811	0.1584881552
812	0.1579615681
813	0.1578233052
814	0.15741535
815	0.1570794123
816	0.1567613791
817	0.1565018957
818	0.1561292538
819	0.1557993846
820	0.1554135593
821	0.1548655833
822	0.1542280573
823	0.1540792117
824	0.1537895262
825	0.1535815654
826	0.153335521
827	0.1530510124
828	0.1528380371
829	0.1526011958
830	0.1524555
831	0.1519199259
832	0.1513496344
833	0.1508809485
834	0.1506668996
835	0.1503876265
836	0.1499943186
837	0.1497963288
838	0.1492225924
839	0.1489606486
840	0.1487778172
841	0.1485896006
842	0.1484019208
843	0.1481952024
844	0.148052531
845	0.1477994439
846	0.1474545473
847	0.1472617514
848	0.1471063279
849	0.1467877802
850	0.1465940974
851	0.1462317449
852	0.1461002006
853	0.1457474351
854	0.145344657
855	0.1449718547
856	0.144772337
857	0.1445413231
858	0.1442005664
859	0.1439951911
860	0.143724568
861	0.1436005344
862	0.1433192776
863	0.1431435407
864	0.1428991323
865	0.1426154093
866	0.1419226994
867	0.1417397944
868	0.1414370803
869	0.1410409516
870	0.1408913591
871	0.140712822
872	0.1404703695
873	0.1402545627
874	0.1399330446
875	0.1396187494
876	0.1394575017
877	0.1391311146
878	0.1388121624
879	0.1386208118
880	0.1384359105
881	0.1381143735
882	0.137819447
883	0.1374703409
884	0.1372939001
885	0.1368078343
886	0.1365524915
887	0.1364043349
888	0.13609554
889	0.1357704643
890	0.135648599
891	0.1349256215
892	0.1347663915
893	0.1345638762
894	0.1344581328
895	0.1342115421
896	0.1340468431
897	0.1339093269
898	0.1337942907
899	0.1336289678
900	0.1334013769
901	0.133200428
902	0.1330062609
903	0.1328460649
904	0.1325962485
905	0.1320023378
906	0.1318850407
907	0.1314988945
908	0.1313551262
909	0.1312454996
910	0.1311353617
911	0.1308999459
912	0.1307317969
913	0.1305987878
914	0.1303491473
915	0.130202373
916	0.1298795941
917	0.1296777764
918	0.1293927021
919	0.1289076668
920	0.1285678754
921	0.1283742702
922	0.1281971211
923	0.1279323559
924	0.1277659296
925	0.1276209899
926	0.1275030655
927	0.1272481054
928	0.1271003443
929	0.1267438434
930	0.1262314712
931	0.1260519744
932	0.1259293272
933	0.1257473132
934	0.1255662213
935	0.1254241031
936	0.1251783008
937	0.1249737602
938	0.1247576942
939	0.1244608487
940	0.1242590829
941	0.1240074482
942	0.1239104587
943	0.1237890847
944	0.1235618016
945	0.1232863516
946	0.1230408309
947	0.1228421781
948	0.1224709984
949	0.1223524115
950	0.1221392413
951	0.1219825153
952	0.121822988
953	0.1216671641
954	0.1215321196
955	0.1214240989
956	0.1213353935
957	0.1210697311
958	0.1208437682
959	0.1203590224
960	0.119919366
961	0.1197607956
962	0.1196537922
963	0.1194469851
964	0.1193409719
965	0.1191419815
966	0.1190477647
967	0.1187351054
968	0.1186401637
969	0.1185503999
970	0.1183485883
971	0.1181898273
972	0.1180518414
973	0.11790479
974	0.1176723312
975	0.117502015
976	0.117339891
977	0.1171308152
978	0.116977273
979	0.1168492602
980	0.1166068199
981	0.1164350624
982	0.1158380419
983	0.1157352961
984	0.1155771216
985	0.1153141945
986	0.1151450516
987	0.1149727186
988	0.1146894139
989	0.1145523219
990	0.1141697232
991	0.1140322596
992	0.1139114324
993	0.1135114528
994	0.1134312419
995	0.1131534394
996	0.1130071706
997	0.1129205977
998	0.1126016977
999	0.1125026206
